word,ipa,index,clusterID
bethlehem,ˈb ɛ θ ɫ ɪ ˌh ɛ m,2456,208
oil,ˈɔ ɪ ɫ,2457,389
products,"ˈp ɹ ɑ d ə k s ,",2458,389
exports,ˈɛ k s p ɔ ɹ t s,2459,389
goods,ˈɡ ʊ d z,2460,389
crude,ˈk ɹ u d,2461,389
supplies,s ə ˈp ɫ a ɪ z,2462,389
export,ˈɛ k s p ɔ ɹ t,2463,389
output,ˈa ʊ t ˌp ʊ t,2464,389
imports,"ˈɪ m ˌp ɔ ɹ t s ,",2465,389
barrels,"ˈb æ ɹ ə ɫ z ,",2466,389
gasoline,ˈɡ æ s ə ˌɫ i n,2467,389
petroleum,p ə ˈt ɹ o ʊ ɫ i ə m,2468,389
import,"ˈɪ m ˌp ɔ ɹ t ,",2469,389
raw,ˈɹ ɑ,2470,389
imported,ˌɪ m ˈp ɔ ɹ t ɪ d,2471,389
tariffs,ˈt ɛ ɹ ə f s,2472,389
shipments,ˈʃ ɪ p m ə n t s,2473,389
exporters,ɪ k ˈs p ɔ ɹ t ɝ z,2474,389
deliveries,"d ɪ ˈɫ ɪ v ɝ i z ,",2475,389
exported,ɪ k ˈs p ɔ ɹ t ə d,2476,389
al,ˈæ ɫ,2477,202
laden,ˈɫ e ɪ d ə n,2478,202
qaeda,ˈk a ɪ d ɑ,2479,202
osama,o ʊ ˈs ɑ m ə,2480,202
film,ˈf ɪ ɫ m,2481,91
movie,ˈm u v i,2482,91
stars,ˈs t ɑ ɹ z,2483,91
films,ˈf ɪ ɫ m z,2484,91
directed,"d a ɪ ˈɹ ɛ k t ɪ d ,",2485,91
movies,ˈm u v i z,2486,91
drama,ˈd ɹ ɑ m ə,2487,91
comedy,ˈk ɑ m ə d i,2488,91
documentary,"ˌd ɑ k j ə ˈm ɛ n ɝ i ,",2489,91
starring,ˈs t ɑ ɹ ɪ ŋ,2490,91
script,ˈs k ɹ ɪ p t,2491,91
productions,"p ɝ ˈd ə k ʃ ə n z ,",2492,91
silent,ˈs a ɪ ɫ ə n t,2493,91
starred,ˈs t ɑ ɹ d,2494,91
horror,ˈh ɔ ɹ ɝ,2495,91
cinema,ˈs ɪ n ə m ə,2496,91
adapted,ə ˈd æ p t ɪ d,2497,91
filmed,ˈf ɪ ɫ m d,2498,91
adaptation,ˌæ d ə p ˈt e ɪ ʃ ə n,2499,91
filming,ˈf ɪ ɫ m ɪ ŋ,2500,91
directing,"d a ɪ ˈɹ ɛ k t ɪ ŋ ,",2501,91
sequel,ˈs i k w ə ɫ,2502,91
theatrical,θ i ˈæ t ɹ ɪ k ə ɫ,2503,91
filmmaker,ˈf ɪ ɫ ˌm e ɪ k ɝ,2504,91
thriller,ˈθ ɹ ɪ ɫ ɝ,2505,91
acclaimed,ə ˈk ɫ e ɪ m d,2506,91
screenplay,ˈs k ɹ i n ˌp ɫ e ɪ,2507,91
air,ˈɛ ɹ,2508,479
aircraft,ˈɛ ɹ ˌk ɹ æ f t,2509,479
flight,ˈf ɫ a ɪ t,2510,479
plane,ˈp ɫ e ɪ n,2511,479
flying,ˈf ɫ a ɪ ɪ ŋ,2512,479
pilot,ˈp a ɪ ɫ ə t,2513,479
planes,ˈp ɫ e ɪ n z,2514,479
helicopter,ˈh ɛ ɫ ɪ ˌk ɑ p t ɝ,2515,479
boeing,ˈb o ʊ ɪ ŋ,2516,479
jets,ˈd ʒ ɛ t s,2517,479
landing,ˈɫ æ n d ɪ ŋ,2518,479
fighter,ˈf a ɪ t ɝ,2519,479
pilots,ˈp a ɪ ɫ ə t s,2520,479
crashed,ˈk ɹ æ ʃ t,2521,479
landed,"ˈɫ æ n d ə d ,",2522,479
helicopters,ˈh ɛ ɫ ɪ ˌk ɑ p t ɝ z,2523,479
airbus,ˈɛ ɹ b ə s,2524,479
flown,ˈf ɫ o ʊ n,2525,479
runway,ˈɹ ə n ˌw e ɪ,2526,479
airplane,ˈɛ ɹ ˌp ɫ e ɪ n,2527,479
hawk,ˈh ɔ k,2528,479
army,ˈɑ ɹ m i,2529,468
training,ˈt ɹ e ɪ n ɪ ŋ,2530,468
base,ˈb e ɪ s,2531,468
operations,ˌɑ p ɝ ˈe ɪ ʃ ə n z,2532,468
officer,"ˈɔ f ə s ɝ ,",2533,468
unit,"ˈj u n ə t ,",2534,468
guard,ˈɡ ɑ ɹ d,2535,468
units,"ˈj u n ə t s ,",2536,468
command,k ə ˈm æ n d,2537,468
personnel,ˌp ɝ s ə ˈn ɛ ɫ,2538,468
combat,"ˈk ɑ m b æ t ,",2539,468
marine,m ɝ ˈi n,2540,468
corps,"ˈk ɔ ɹ ,",2541,468
trained,ˈt ɹ e ɪ n d,2542,468
assigned,ə ˈs a ɪ n d,2543,468
patrol,p ə ˈt ɹ o ʊ ɫ,2544,468
allied,"ˈæ ˌɫ a ɪ d ,",2545,468
engineer,ˈɛ n d ʒ ə ˈn ɪ ɹ,2546,468
rank,ˈɹ æ ŋ k,2547,468
artillery,ɑ ɹ ˈt ɪ ɫ ɝ i,2548,468
squadron,ˈs k w ɑ d ɹ ə n,2549,468
marines,m ɝ ˈi n z,2550,468
commanders,k ə ˈm æ n d ɝ z,2551,468
operational,ˌɑ p ɝ ˈe ɪ ʃ ə n ə ɫ,2552,468
volunteer,ˌv ɑ ɫ ə n ˈt ɪ ɹ,2553,468
stationed,ˈs t e ɪ ʃ ə n d,2554,468
armored,ˈɑ ɹ m ɝ d,2555,468
admiral,ˈæ d m ɝ ə ɫ,2556,468
commanded,k ə ˈm æ n d ɪ d,2557,468
commanding,k ə ˈm æ n d ɪ ŋ,2558,468
patrols,p ə ˈt ɹ o ʊ ɫ z,2559,468
assignment,ə ˈs a ɪ n m ə n t,2560,468
armies,ˈɑ ɹ m i z,2561,468
tactical,ˈt æ k t ɪ k ə ɫ,2562,468
barracks,"ˈb æ ɹ ə k s ,",2563,468
airborne,ˈɛ ɹ ˌb ɔ ɹ n,2564,468
battlefield,ˈb æ t ə ɫ ˌf i ɫ d,2565,468
enlisted,"ˌɛ n ˈɫ ɪ s t ɪ d ,",2566,468
garrison,ˈɡ æ ɹ ɪ s ə n,2567,468
logistics,ɫ ə ˈd ʒ ɪ s t ɪ k s,2568,468
raf,ˈɹ æ f,2569,468
reconnaissance,ɹ i ˈk ɑ n ə s ə n s,2570,468
okinawa,"ˌo ʊ ˌk ɪ ˈn ɑ w ə ,",2571,468
airfield,ˈɛ ɹ ˌf i ɫ d,2572,468
commands,k ə ˈm æ n d z,2573,468
activated,ˈæ k t ə ˌv e ɪ t ɪ d,2574,468
death,ˈd ɛ θ,2575,903
terrorism,ˈt ɛ ɹ ɝ ˌɪ z ə m,2576,903
crime,ˈk ɹ a ɪ m,2577,903
criminal,ˈk ɹ ɪ m ə n ə ɫ,2578,903
alleged,ə ˈɫ ɛ d ʒ d,2579,903
crimes,ˈk ɹ a ɪ m z,2580,903
committed,k ə ˈm ɪ t ɪ d,2581,903
corruption,k ɝ ˈə p ʃ ə n,2582,903
jail,ˈd ʒ e ɪ ɫ,2583,903
suspects,"ˈs ə s ˌp ɛ k t s ,",2584,903
sentence,ˈs ɛ n t ə n s,2585,903
suspect,"ˈs ə s ˌp ɛ k t ,",2586,903
fraud,ˈf ɹ ɔ d,2587,903
custody,ˈk ə s t ə d i,2588,903
false,ˈf ɔ ɫ s,2589,903
tribunal,t ɹ ə b ˈj u n ə ɫ,2590,903
gang,ˈɡ æ ŋ,2591,903
trials,"ˈt ɹ a ɪ ə ɫ z ,",2592,903
arrests,ɝ ˈɛ s t s,2593,903
innocent,ˈɪ n ə s ə n t,2594,903
executed,ˈɛ k s ə k ˌj u t ɪ d,2595,903
possession,p ə ˈz ɛ ʃ ə n,2596,903
execution,ˌɛ k s ə k ˈj u ʃ ə n,2597,903
punishment,ˈp ə n ɪ ʃ m ə n t,2598,903
amnesty,ˈæ m n ə s t i,2599,903
conviction,k ə n ˈv ɪ k ʃ ə n,2600,903
sentences,"ˈs ɛ n t ə n s ə z ,",2601,903
criminals,ˈk ɹ ɪ m ə n ə ɫ z,2602,903
commit,k ə ˈm ɪ t,2603,903
bail,ˈb e ɪ ɫ,2604,903
indictment,ˌɪ n ˈd a ɪ t m ə n t,2605,903
abuses,"ə b ˈj u s ɪ z ,",2606,903
suspicion,s ə ˈs p ɪ ʃ ə n,2607,903
extradition,ˌɛ k s t ɹ ə ˈd ɪ ʃ ə n,2608,903
theft,ˈθ ɛ f t,2609,903
corrupt,k ɝ ˈə p t,2610,903
fined,ˈf a ɪ n d,2611,903
notorious,n o ʊ ˈt ɔ ɹ i ə s,2612,903
imprisonment,ˌɪ m ˈp ɹ ɪ z ə n m ə n t,2613,903
punished,ˈp ə n ɪ ʃ t,2614,903
atrocities,ə ˈt ɹ ɑ s ə t i z,2615,903
confessed,k ə n ˈf ɛ s t,2616,903
mafia,ˈm ɑ f i ə,2617,903
juvenile,"ˈd ʒ u v ə ˌn a ɪ ɫ ,",2618,903
committing,k ə ˈm ɪ t ɪ ŋ,2619,903
killers,ˈk ɪ ɫ ɝ z,2620,903
executions,ˌɛ k s ə k ˈj u ʃ ə n z,2621,903
offenders,ə ˈf ɛ n d ɝ z,2622,903
convictions,k ə n ˈv ɪ k ʃ ə n z,2623,903
spying,ˈs p a ɪ ɪ ŋ,2624,903
fugitive,"ˈf j u d ʒ ə t ɪ v ,",2625,903
expulsion,ɪ k ˈs p ə ɫ ʃ ə n,2626,903
offenses,ə ˈf ɛ n s ɪ z,2627,903
implicated,ˈɪ m p ɫ ɪ ˌk e ɪ t ɪ d,2628,903
deportation,ˌd i p ɔ ɹ ˈt e ɪ ʃ ə n,2629,903
bribery,ˈb ɹ a ɪ b ɝ i,2630,903
persecution,ˌp ɝ s ə k ˈj u ʃ ə n,2631,903
companies,ˈk ə m p ə ˌn i z,2632,576
businesses,"ˈb ɪ z n ə s ə z ,",2633,576
firms,ˈf ɝ m z,2634,576
corporations,ˌk ɔ ɹ p ɝ ˈe ɪ ʃ ə n z,2635,576
de,"ˈd e ɪ ,",2636,338
la,ˈɫ ɑ,2637,338
el,ˈɛ ɫ,2638,338
del,ˈd ɛ ɫ,2639,338
en,ˈɛ n,2640,338
las,"ˈɛ ˈɫ e ɪ ˈɛ s ,",2641,338
y,ˈw a ɪ,2642,338
que,ˈk j u,2643,338
se,ˈs e ɪ,2644,338
ha,ˈh ɑ,2645,338
mi,ˈm i,2646,338
con,ˈk ɑ n,2647,338
es,ˈɛ s,2648,338
dos,"ˈd o ʊ s ,",2649,338
lo,ˈɫ o ʊ,2650,338
para,ˈp ɛ ɹ ə,2651,338
saying,ˈs e ɪ ɪ ŋ,2652,513
attention,ə ˈt ɛ n ʃ ə n,2653,513
noted,"ˈn o ʊ t ə d ,",2654,513
view,ˈv j u,2655,513
suggested,s ə ˈd ʒ ɛ s t ɪ d,2656,513
concerned,k ə n ˈs ɝ n d,2657,513
critical,ˈk ɹ ɪ t ɪ k ə ɫ,2658,513
critics,ˈk ɹ ɪ t ɪ k s,2659,513
rejected,"ɹ i ˈd ʒ ɛ k t ɪ d ,",2660,513
re,"ˈɹ e ɪ ,",2661,513
opinion,ə ˈp ɪ n j ə n,2662,513
stated,ˈs t e ɪ t ɪ d,2663,513
views,ˈv j u z,2664,513
insisted,"ˌɪ n ˈs ɪ s t ə d ,",2665,513
favor,ˈf e ɪ v ɝ,2666,513
referring,ɹ ɪ ˈf ɝ ɪ ŋ,2667,513
drawn,ˈd ɹ ɔ n,2668,513
strongly,ˈs t ɹ ɔ ŋ ɫ i,2669,513
controversial,ˌk ɑ n t ɹ ə ˈv ɝ ʃ ə ɫ,2670,513
pointed,"ˈp ɔ ɪ n ə d ,",2671,513
colleagues,ˈk ɑ ɫ i ɡ z,2672,513
questioned,ˈk w ɛ s t ʃ ə n d,2673,513
observers,ə b ˈz ɝ v ɝ z,2674,513
praised,ˈp ɹ e ɪ z d,2675,513
outcome,ˈa ʊ t ˌk ə m,2676,513
noting,ˈn o ʊ t ɪ ŋ,2677,513
defended,"d ɪ ˈf ɛ n d ə d ,",2678,513
prospect,ˈp ɹ ɑ s p ɛ k t,2679,513
stance,ˈs t æ n s,2680,513
acted,ˈæ k t ɪ d,2681,513
nevertheless,ˌn ɛ v ɝ ð ə ˈɫ ɛ s,2682,513
intervention,ˌɪ n t ɝ ˈv ɛ n ʃ ə n,2683,513
challenged,ˈt ʃ æ ɫ ə n d ʒ d,2684,513
arguing,ˈɑ ɹ ɡ j u ɪ ŋ,2685,513
ignored,ˌɪ ɡ ˈn ɔ ɹ d,2686,513
advisers,æ d ˈv a ɪ z ɝ z,2687,513
odds,ˈɑ d z,2688,513
favored,ˈf e ɪ v ɝ d,2689,513
praise,ˈp ɹ e ɪ z,2690,513
pointing,ˈp ɔ ɪ n t ɪ ŋ,2691,513
confirmation,ˌk ɑ n f ɝ ˈm e ɪ ʃ ə n,2692,513
nonetheless,ˌn ə n ð ə ˈɫ ɛ s,2693,513
openly,ˈo ʊ p ə n ɫ i,2694,513
hailed,ˈh e ɪ ɫ d,2695,513
consistently,k ə n ˈs ɪ s t ə n t ɫ i,2696,513
overwhelming,"ˌo ʊ v ɝ ˈw ɛ ɫ m ɪ ŋ ,",2697,513
stating,ˈs t e ɪ t ɪ ŋ,2698,513
conceded,k ə n ˈs i d ɪ d,2699,513
favorable,"ˈf e ɪ v ɝ ə b ə ɫ ,",2700,513
favour,ˈf e ɪ v ɝ,2701,513
firmly,ˈf ɝ m ɫ i,2702,513
swift,ˈs w ɪ f t,2703,513
acceptance,"æ k ˈs ɛ p t ə n s ,",2704,513
emphasized,ˈɛ m f ə ˌs a ɪ z d,2705,513
partisan,ˈp ɑ ɹ t ə z ə n,2706,513
acknowledge,æ k ˈn ɑ ɫ ɪ d ʒ,2707,513
suggestion,s ə ˈd ʒ ɛ s t ʃ ə n,2708,513
rhetoric,ˈɹ ɛ t ɝ ɪ k,2709,513
insisting,ˌɪ n ˈs ɪ s t ɪ ŋ,2710,513
caution,"ˈk ɑ ʃ ə n ,",2711,513
intentions,ˌɪ n ˈt ɛ n t ʃ ə n z,2712,513
skeptical,"ˈs k ɛ p t ə k ə ɫ ,",2713,513
objections,ə b ˈd ʒ ɛ k ʃ ə n z,2714,513
cautioned,"ˈk ɑ ʃ ə n d ,",2715,513
rejection,"ɹ i ˈd ʒ ɛ k ʃ ə n ,",2716,513
reservations,ˌɹ ɛ z ɝ ˈv e ɪ ʃ ə n z,2717,513
favors,ˈf e ɪ v ɝ z,2718,513
outright,ˈa ʊ ˈt ɹ a ɪ t,2719,513
wary,ˈw ɛ ɹ i,2720,513
interpreted,ˌɪ n ˈt ɝ p ɹ ə t ə d,2721,513
embraced,ɛ m ˈb ɹ e ɪ s t,2722,513
overwhelmingly,"ˌo ʊ v ɝ ˈw ɛ ɫ m ɪ ŋ ɫ i ,",2723,513
unanimous,j u ˈn æ n ə m ə s,2724,513
hinted,"ˈh ɪ n ɪ d ,",2725,513
respects,"ɹ ə ˈs p ɛ k s ,",2726,513
ignoring,ˌɪ ɡ ˈn ɔ ɹ ɪ ŋ,2727,513
signaled,ˈs ɪ ɡ n ə ɫ d,2728,513
broadly,ˈb ɹ ɔ d ɫ i,2729,513
regards,ɹ ɪ ˈɡ ɑ ɹ d z,2730,513
credentials,k ɹ ə ˈd ɛ n ʃ ə ɫ z,2731,513
criticizing,ˈk ɹ ɪ t ɪ ˌs a ɪ z ɪ ŋ,2732,513
dealings,ˈd i ɫ ɪ ŋ z,2733,513
speculated,ˈs p ɛ k j ə ˌɫ e ɪ t ɪ d,2734,513
blunt,ˈb ɫ ə n t,2735,513
supportive,s ə ˈp ɔ ɹ t ɪ v,2736,513
sympathetic,ˌs ɪ m p ə ˈθ ɛ t ɪ k,2737,513
rejecting,"ɹ i ˈd ʒ ɛ k t ɪ ŋ ,",2738,513
legitimacy,"ɫ ə ˈd ʒ ɪ t ə m ə s i ,",2739,513
advocated,ˈæ d v ə ˌk e ɪ t ɪ d,2740,513
french,ˈf ɹ ɛ n t ʃ,2741,497
france,ˈf ɹ æ n s,2742,497
paris,"ˈp æ ɹ ɪ s ,",2743,497
louis,"ˈɫ u i ,",2744,497
jean,ˈd ʒ i n,2745,497
le,ɫ ə,2746,497
jacques,"ˈd ʒ æ k ,",2747,497
du,"ˈd u ,",2748,497
pierre,p i ˈɛ ɹ,2749,497
et,ˈɛ t,2750,497
des,"ˈd ɛ s ,",2751,497
marc,ˈm ɑ ɹ k,2752,497
nicolas,ˈn ɪ k ə ɫ ə s,2753,497
michel,"ˈm a ɪ k ə ɫ ,",2754,497
les,"ˈɫ e ɪ ,",2755,497
claude,ˈk ɫ ɔ d,2756,497
laurent,ˈɫ ɔ ɹ ə n t,2757,497
philippe,f ɪ ˈɫ i p e ɪ,2758,497
francois,f ɹ ɑ n ˈs w ɑ,2759,497
frenchman,ˈf ɹ ɛ n t ʃ m æ n,2760,497
peace,ˈp i s,2761,353
accord,ə ˈk ɔ ɹ d,2762,353
cease,ˈs i s,2763,353
ceasefire,ˈs i s ˈf a ɪ ɝ,2764,353
accords,ə ˈk ɔ ɹ d z,2765,353
hostilities,h ɑ ˈs t ɪ ɫ ə t i z,2766,353
union,ˈj u n j ə n,2767,478
association,"ə ˌs o ʊ s i ˈe ɪ ʃ ə n ,",2768,478
federation,ˌf ɛ d ɝ ˈe ɪ ʃ ə n,2769,478
unions,ˈj u n j ə n z,2770,478
governing,ˈɡ ə v ɝ n ɪ ŋ,2771,478
fifa,ˈf ɪ f ɑ,2772,478
associations,"ə ˌs o ʊ s i ˈe ɪ ʃ ə n z ,",2773,478
released,ɹ i ˈɫ i s t,2774,375
record,"ˈɹ ɛ k ɝ d ,",2775,375
single,ˈs ɪ ŋ ɡ ə ɫ,2776,375
album,ˈæ ɫ b ə m,2777,375
release,ɹ i ˈɫ i s,2778,375
records,"ˈɹ ɛ k ɝ d z ,",2779,375
recorded,"ɹ ə ˈk ɔ ɹ d ɪ d ,",2780,375
singles,ˈs ɪ ŋ ɡ ə ɫ z,2781,375
tracks,ˈt ɹ æ k s,2782,375
recording,"ɹ ə ˈk ɔ ɹ d ɪ ŋ ,",2783,375
label,ˈɫ e ɪ b ə ɫ,2784,375
chart,ˈt ʃ ɑ ɹ t,2785,375
albums,ˈæ ɫ b ə m z,2786,375
releases,ɹ ɪ ˈɫ i s ɪ z,2787,375
billboard,ˈb ɪ ɫ ˌb ɔ ɹ d,2788,375
charts,ˈt ʃ ɑ ɹ t s,2789,375
recordings,ɹ ɪ ˈk ɔ ɹ d ɪ ŋ z,2790,375
releasing,ɹ i ˈɫ i s ɪ ŋ,2791,375
peaked,ˈp i k t,2792,375
compilation,ˌk ɑ m p ə ˈɫ e ɪ ʃ ə n,2793,375
health,ˈh ɛ ɫ θ,2794,359
care,ˈk ɛ ɹ,2795,359
healthcare,ˈh ɛ ɫ θ ˌk ɛ ɹ,2796,359
big,ˈb ɪ ɡ,2797,440
large,ˈɫ ɑ ɹ d ʒ,2798,440
huge,"ˈh j u d ʒ ,",2799,440
massive,ˈm æ s ɪ v,2800,440
vast,ˈv æ s t,2801,440
enormous,"i ˈn ɔ ɹ m ə s ,",2802,440
election,ɪ ˈɫ ɛ k ʃ ə n,2803,331
elections,ɪ ˈɫ ɛ k ʃ ə n z,2804,331
presidential,ˌp ɹ ɛ z ə ˈd ɛ n ʃ ə ɫ,2805,331
candidate,"ˈk æ n d ə d e ɪ t ,",2806,331
mayor,ˈm e ɪ ɝ,2807,331
candidates,"ˈk æ n d ə d e ɪ t s ,",2808,331
assembly,ə ˈs ɛ m b ɫ i,2809,331
seats,ˈs i t s,2810,331
seat,ˈs i t,2811,331
parliamentary,"ˌp ɑ ɹ ɫ ə ˈm ɛ n ɝ i ,",2812,331
legislative,ˈɫ ɛ d ʒ ə ˌs ɫ e ɪ t ɪ v,2813,331
presidency,ˈp ɹ ɛ z ə d ə n s i,2814,331
electoral,ɪ ˈɫ ɛ k t ɝ ə ɫ,2815,331
elect,ɪ ˈɫ ɛ k t,2816,331
constituency,k ə n ˈs t ɪ t ʃ u ə n s i,2817,331
incumbent,ˌɪ n ˈk ə m b ə n t,2818,331
contested,k ə n ˈt ɛ s t ə d,2819,331
although,ˌɔ ɫ ˈð o ʊ,2820,747
though,ˈð o ʊ,2821,747
yet,ˈj ɛ t,2822,747
clear,ˈk ɫ ɪ ɹ,2823,747
appeared,ə ˈp ɪ ɹ d,2824,747
fact,ˈf æ k t,2825,747
rather,"ˈɹ æ ð ɝ ,",2826,747
either,"ˈa ɪ ð ɝ ,",2827,747
remain,"ɹ i ˈm e ɪ n ,",2828,747
remains,"ɹ i ˈm e ɪ n z ,",2829,747
itself,ˌɪ t ˈs ɛ ɫ f,2830,747
longer,ˈɫ ɔ ŋ ɡ ɝ,2831,747
seems,ˈs i m z,2832,747
beyond,"ˌb i ˈɔ n d ,",2833,747
appear,ə ˈp ɪ ɹ,2834,747
appears,ə ˈp ɪ ɹ z,2835,747
seemed,ˈs i m d,2836,747
presence,ˈp ɹ ɛ z ə n s,2837,747
apparently,ə ˈp ɛ ɹ ə n t ɫ i,2838,747
seem,ˈs i m,2839,747
clearly,ˈk ɫ ɪ ɹ ɫ i,2840,747
meant,ˈm ɛ n t,2841,747
none,ˈn ə n,2842,747
possibility,ˌp ɑ s ə ˈb ɪ ɫ ə ˌt i,2843,747
determined,d ɪ ˈt ɝ m ə n d,2844,747
finding,ˈf a ɪ n d ɪ ŋ,2845,747
indeed,ˌɪ n ˈd i d,2846,747
ultimately,ˈə ɫ t ə m ə t ɫ i,2847,747
unlikely,ə n ˈɫ a ɪ k ɫ i,2848,747
impossible,ˌɪ m ˈp ɑ s ə b ə ɫ,2849,747
explain,ɪ k s ˈp ɫ e ɪ n,2850,747
familiar,f ə ˈm ɪ ɫ j ɝ,2851,747
unclear,ə n ˈk ɫ ɪ ɹ,2852,747
opposite,"ˈɑ p ə z ə t ,",2853,747
mention,ˈm ɛ n ʃ ə n,2854,747
barely,ˈb ɛ ɹ ɫ i,2855,747
hardly,ˈh ɑ ɹ d ɫ i,2856,747
visible,ˈv ɪ z ə b ə ɫ,2857,747
appearing,ə ˈp ɪ ɹ ɪ ŋ,2858,747
necessarily,ˌn ɛ s ə ˈs ɛ ɹ ə ɫ i,2859,747
exact,ɪ ɡ ˈz æ k t,2860,747
uncertain,ə n ˈs ɝ t ə n,2861,747
emerge,"ˈi m ɝ d ʒ ,",2862,747
seemingly,ˈs i m ɪ ŋ ɫ i,2863,747
scenario,s ɪ ˈn ɛ ɹ i o ʊ,2864,747
nowhere,"ˈn o ʊ ˌw ɛ ɹ ,",2865,747
inevitable,ˌɪ ˈn ɛ v ə t ə b ə ɫ,2866,747
precisely,"p ɹ i ˈs a ɪ s ɫ i ,",2867,747
absent,ˈæ b s ə n t,2868,747
presumably,"p ɹ ə ˈz u m ə b ɫ i ,",2869,747
albeit,ɔ ɫ ˈb i ɪ t,2870,747
readily,ˈɹ ɛ d ə ɫ i,2871,747
district,ˈd ɪ s t ɹ ɪ k t,2872,392
village,"ˈv ɪ ɫ ə d ʒ ,",2873,392
born,ˈb ɔ ɹ n,2874,244
died,ˈd a ɪ d,2875,244
king,ˈk ɪ ŋ,2876,244
married,ˈm ɛ ɹ i d,2877,244
prince,ˈp ɹ ɪ n s,2878,244
marriage,ˈm ɛ ɹ ɪ d ʒ,2879,244
queen,ˈk w i n,2880,244
lady,ˈɫ e ɪ d i,2881,244
crown,ˈk ɹ a ʊ n,2882,244
elizabeth,"ɪ ˈɫ ɪ z ə b ə θ ,",2883,244
duke,ˈd u k,2884,244
princess,ˈp ɹ ɪ n s ɛ s,2885,244
daughters,ˈd ɔ t ɝ z,2886,244
grace,ˈɡ ɹ e ɪ s,2887,244
divorce,d ɪ ˈv ɔ ɹ s,2888,244
diana,d a ɪ ˈæ n ə,2889,244
marry,ˈm ɛ ɹ i,2890,244
widow,ˈw ɪ d o ʊ,2891,244
throne,ˈθ ɹ o ʊ n,2892,244
divorced,d ɪ ˈv ɔ ɹ s t,2893,244
wives,ˈw a ɪ v z,2894,244
monarch,ˈm ɑ ˌn ɑ ɹ k,2895,244
development,d ɪ ˈv ɛ ɫ ə p m ə n t,2896,415
developed,d ɪ ˈv ɛ ɫ ə p t,2897,415
developing,d ɪ ˈv ɛ ɫ ə p ɪ ŋ,2898,415
develop,d ɪ ˈv ɛ ɫ ə p,2899,415
council,ˈk a ʊ n s ə ɫ,2900,33
board,ˈb ɔ ɹ d,2901,33
commission,k ə ˈm ɪ ʃ ə n,2902,33
representatives,"ˌɹ ɛ p ɹ ə ˈz ɛ n ə t ɪ v z ,",2903,33
panel,ˈp æ n ə ɫ,2904,33
voted,ˈv o ʊ t ɪ d,2905,33
directors,"d a ɪ ˈɹ ɛ k t ɝ z ,",2906,33
advisory,æ d ˈv a ɪ z ɝ i,2907,33
recommended,ˌɹ ɛ k ə ˈm ɛ n d ɪ d,2908,33
submitted,s ə b ˈm ɪ t ɪ d,2909,33
recommendations,ˌɹ ɛ k ə m ə n ˈd e ɪ ʃ ə n z,2910,33
governors,ˈɡ ə v ɝ n ɝ z,2911,33
boards,ˈb ɔ ɹ d z,2912,33
endorsed,ɛ n ˈd ɔ ɹ s t,2913,33
watchdog,ˈw ɑ t ʃ ˌd ɔ ɡ,2914,33
recommendation,ˌɹ ɛ k ə m ə n ˈd e ɪ ʃ ə n,2915,33
recommend,ˌɹ ɛ k ə ˈm ɛ n d,2916,33
unanimously,j u ˈn æ n ə m ə s ɫ i,2917,33
appoint,ə ˈp ɔ ɪ n t,2918,33
fcc,ˌɛ f ˌs i ˈs i,2919,33
chaired,ˈt ʃ ɛ ɹ d,2920,33
trustees,ˌt ɹ ə s ˈt i z,2921,33
commissioners,k ə ˈm ɪ ʃ ə n ɝ z,2922,33
appointments,ə ˈp ɔ ɪ n t m ə n t s,2923,33
disciplinary,ˈd ɪ s ə p ɫ ə ˌn ɛ ɹ i,2924,33
along,ə ˈɫ ɔ ŋ,2925,199
water,ˈw ɔ t ɝ,2926,199
across,ə ˈk ɹ ɔ s,2927,199
river,ˈɹ ɪ v ɝ,2928,199
lake,ˈɫ e ɪ k,2929,199
valley,ˈv æ ɫ i,2930,199
flow,ˈf ɫ o ʊ,2931,199
creek,ˈk ɹ i k,2932,199
rivers,ˈɹ ɪ v ɝ z,2933,199
stream,ˈs t ɹ i m,2934,199
lakes,ˈɫ e ɪ k s,2935,199
flows,ˈf ɫ o ʊ z,2936,199
basin,ˈb e ɪ s ə n,2937,199
flowing,ˈf ɫ o ʊ ɪ ŋ,2938,199
streams,ˈs t ɹ i m z,2939,199
plan,ˈp ɫ æ n,2940,733
bill,ˈb ɪ ɫ,2941,733
congress,ˈk ɑ ŋ ɡ ɹ ə s,2942,733
act,ˈæ k t,2943,733
constitution,ˌk ɑ n s t ə ˈt u ʃ ə n,2944,733
proposed,p ɹ ə ˈp o ʊ z d,2945,733
passed,ˈp æ s t,2946,733
reform,"ɹ ə ˈf ɔ ɹ m ,",2947,733
approved,ə ˈp ɹ u v d,2948,733
debate,d ə ˈb e ɪ t,2949,733
proposal,p ɹ ə ˈp o ʊ z ə ɫ,2950,733
legislation,ˌɫ ɛ d ʒ ə ˈs ɫ e ɪ ʃ ə n,2951,733
draft,ˈd ɹ æ f t,2952,733
measure,ˈm ɛ ʒ ɝ,2953,733
lawmakers,ˈɫ ɔ ˌm e ɪ k ɝ z,2954,733
approval,ə ˈp ɹ u v ə ɫ,2955,733
adopted,ə ˈd ɑ p t ɪ d,2956,733
constitutional,ˌk ɑ n s t ə ˈt u ʃ ə n ə ɫ,2957,733
bills,ˈb ɪ ɫ z,2958,733
legislature,ˈɫ ɛ d ʒ ə ˌs ɫ e ɪ t ʃ ɝ,2959,733
